ID,lineage,year,place,Lat,Long,species,date,country
Z00832442,AF1b_B1.2,2021,Kathonzweni,-1.9131016,37.7317411,Bovine,21/11/2021,Kenya
Z00832443,AF1b_B1.2,2021,Kathonzweni,-1.90833346,37.7243881,Domestic dog,18/11/2021,Kenya
Z0083245,AF1b_B1.2,2021,makueni,-1.786495,37.631107,Domestic dog,05/11/2021,Kenya
Z0083249,AF1b_B1.2,2022,Kanthuni,-1.851837756,37.88033534,Caprine,14/02/2022,Kenya
Z0083252,AF1b_B1.2,2021,makueni,-1.786495,37.631107,Goat,29/12/2021,Kenya
Z0083253,AF1b_B1.2,2021,makueni,-1.786495,37.631107,Domestic dog,30/12/2021,Kenya
Z0083261,AF1b_B1.2,2022,Muvau,-1.8516625,37.6547936,Caprine,01/03/2022,Kenya
Z0083262,AF1b_B1.2,2022,Kathonzweni,-1.900881571,37.73942683,Domestic dog,25/02/2022,Kenya
Z0083263,AF1b_B1.2,2022,Muvau,-1.904419027,37.64380591,Domestic dog,25/02/2022,Kenya
Z0083265,AF1b_B1.2,2021,Kithuki,-1.968343151,37.88137117,Feline,14/03/2021,Kenya
Z0829313,AF1b_B1.2,2022,Kikoko,-1.798023,37.3693556,Domestic dog,22/08/2022,Kenya
Z0829323,AF1b_B1.2,2022,Kyeemundu,-1.9545825,37.477391,Caprine,05/07/2022,Kenya
Z0829325,AF1b_B1.2,2022,Kathonzweni,-1.8841657,37.7251635,Domestic dog,15/06/2022,Kenya
Z0829333,AF1b_B1.2,2022,Mukaa,-1.8189811,37.3369929,Bovine,03/06/2022,Kenya
Z0829334,AF1b_B1.2,2022,Kwa Kavisi,-1.9998655,37.7064121,Domestic dog,04/06/2022,Kenya
Z0829335,AF1b_B1.2,2022,Kavuthu,-2.0027478,37.4159767,Domestic dog,16/05/2022,Kenya
Z0829337,AF1b_B1.2,2022,Mbuvo,-2.0353289,37.769492,Domestic dog,10/05/2022,Kenya
Z0829340,AF1b_B1.2,2022,Emali,-2.0574213,37.5267921,Domestic dog,20/04/2022,Kenya
Z0829341,AF1b_B1.2,2022,Muvau,-1.8823492,37.6005636,Domestic dog,23/04/2022,Kenya
Z0829343,AF1b_B1.2,2022,Nzalubani,-2.5938617,38.0650083,Caprine,12/04/2022,Kenya
Z0829344,AF1b_B1.2,2022,Mbuvo,-1.9667191,37.7664408,Caprine,30/03/2022,Kenya
KR534235,AF1b_B1.3,2011,Serengeti,-1.795221,34.543149,Livestock: Cow,19/01/2011,Tanzania
KR534236,AF1b_B1.3,2011,Serengeti,-1.807218,34.472432,Livestock: Cow,30/01/2011,Tanzania
KR534237,AF1b_B1.3,2011,Serengeti,-1.807218,34.472432,Livestock: Cow,31/01/2011,Tanzania
KR534250,AF1b_B1.3,2011,Serengeti,-1.733649707,34.60831111,Domestic dog,02/09/2011,Tanzania
KR534256,AF1b_B1.3,2011,Serengeti,-1.768367,34.469327,Livestock: Cow,12/11/2011,Tanzania
KR906788,AF1b_B1.3,2012,Serengeti,-1.794747,34.402727,Domestic dog,02/04/2012,Tanzania
KR906792,AF1b_B1.3,2012,Serengeti,-1.816413171,34.32556688,Domestic dog,26/04/2012,Tanzania
KY210224,AF1b_B1.3,2010,Serengeti,-1.704788,34.53611,Domestic dog,20/06/2010,Tanzania
KY210226,AF1b_B1.3,2011,Serengeti,-1.631702209,34.34976037,Domestic dog,01/03/2011,Tanzania
KY210230,AF1b_B1.3,2011,Serengeti,-1.737540929,34.60544745,Livestock: Cow,06/06/2011,Tanzania
KY210236,AF1b_B1.3,2011,Serengeti,-1.737540929,34.60544745,Livestock: Cow,02/07/2011,Tanzania
KY210244,AF1b_B1.3,2011,Serengeti,-1.8674255,34.80035626,Domestic dog,29/07/2011,Tanzania
KY210248,AF1b_B1.3,2012,Serengeti,-1.772005842,34.54260852,Domestic dog,02/09/2012,Tanzania
KY210262,AF1b_B1.3,2013,Serengeti,-1.739132,34.56301,Livestock: Goat,27/02/2013,Tanzania
KY210265,AF1b_B1.3,2013,Serengeti,-1.733532,34.778514,Domestic dog,18/02/2013,Tanzania
KY210273,AF1b_B1.3,2013,Serengeti,-1.794046,34.742642,Domestic dog,06/09/2013,Tanzania
KY210276,AF1b_B1.3,2013,Serengeti,-1.691673,34.719012,Livestock: Cow,25/04/2013,Tanzania
KY210297,AF1b_B1.3,2012,Serengeti,-1.630528,34.463714,Livestock: Sheep,25/06/2012,Tanzania
KY210298,AF1b_B1.3,2012,Serengeti,-1.639572,34.46372,Livestock: Goat,28/06/2012,Tanzania
KY210303,AF1b_B1.3,2012,Serengeti,-1.763147233,34.54811066,Domestic dog,16/07/2012,Tanzania
KY210305,AF1b_B1.3,2012,Serengeti,-1.58214,34.426598,Wildlife: Hyena,08/08/2012,Tanzania
KF155002,AF1b_C1,2010,Kibaha,-6.784121622,38.76459093,Domestic dog,02/08/2010,Tanzania
KR906740,AF1b_C1,2009,Serengeti,-2.15999772,34.67903027,Wildlife: Wild cat,15/02/2009,Tanzania
KR906742,AF1b_C1,2009,Serengeti,-2.016282,34.485159,Domestic dog,12/09/2009,Tanzania
KR906750,AF1b_C1,2010,Chake Chake,-5.260469,39.815016,Domestic dog,15/12/2010,Tanzania
KR906754,AF1b_C1,2011,Nachingwea,-10.39948846,38.3677193,Unknown,28/02/2011,Tanzania
KR906768,AF1b_C1,2011,Serengeti,-1.757344,34.566557,Domestic dog,11/05/2011,Tanzania
MN726804,AF1b_C1,2015,Temeke,-6.977593,39.407102,Unknown,19/10/2001,Tanzania
MN726824,AF1b_C1,2016,Chake Chake,-5.232828,39.837161,Domestic dog,15/09/2016,Tanzania
MN726826,AF1b_C1,2016,Wete,-5.05242071,39.73783143,Domestic dog,21/09/2016,Tanzania
MN726827,AF1b_C1,2017,Wete,-5.111605,39.746906,Domestic dog,12/05/2017,Tanzania
MORDC1011,AF1b_C1,2022,Morogoro urban ,-7.195774,37.842235,Donkey,01/08/2022,Tanzania
MR002,AF1b_C1,2021,Morogoro urban ,-6.830373,37.670589,Domestic dog,11/03/2021,Tanzania
MR003,AF1b_C1,2021,Morogoro urban ,-6.830373,37.670589,Domestic dog,07/05/2021,Tanzania
MR004,AF1b_C1,2021,Morogoro urban ,-6.830373,37.670589,Domestic dog,07/05/2021,Tanzania
IFA1021,C1.1,2022,Ifakara,-8.400762,36.559167,Domestic Dog,11/08/2022,Tanzania
KR534230,G1,2010,Serengeti,-1.737859196,34.60341658,Domestic dog,01/11/2010,Tanzania
KR906769,G1,2011,Serengeti,-1.857007591,34.80980895,Domestic dog,17/06/2011,Tanzania
KR906770,G1,2011,Serengeti,-1.701697797,34.61986876,Domestic dog,29/06/2011,Tanzania
KR906776,G1,2011,Serengeti,-1.774843479,34.80294235,Livestock: Cow,16/10/2011,Tanzania
KR906777,G1,2011,Serengeti,-1.88072417,34.76833954,Domestic dog,05/12/2011,Tanzania
KR906784,G1,2012,Serengeti,-1.723581,34.420425,Livestock: Goat,06/06/2012,Tanzania
KR906789,G1,2012,Serengeti,-1.806554,34.805633,Domestic dog,04/07/2012,Tanzania
KY210227,G1,2011,Serengeti,-1.758943,34.546849,Domestic dog,19/04/2011,Tanzania
KY210233,G1,2011,Serengeti,-1.730459187,34.61666655,Livestock: Goat,30/06/2011,Tanzania
KY210237,G1,2011,Serengeti,-1.745609323,34.78311707,Livestock: Cow,07/07/2011,Tanzania
KY210240,G1,2011,Serengeti,-1.747821,34.576499,Livestock: Cow,21/07/2011,Tanzania
KY210242,G1,2011,Serengeti,-1.854286497,34.80907824,Livestock: Goat,21/07/2011,Tanzania
KY210257,G1,2013,Serengeti,-1.714856168,34.72271691,Domestic dog,08/01/2013,Tanzania
KY210261,G1,2013,Serengeti,-1.88193,34.76569,Livestock: Goat,11/04/2013,Tanzania
KY210269,G1,2013,Serengeti,-1.864804,34.799922,Domestic dog,18/07/2013,Tanzania
KY210270,G1,2013,Serengeti,-1.868691,34.800699,Domestic dog,17/07/2013,Tanzania
KY210274,G1,2013,Serengeti,-1.872764,34.779152,Livestock: Cow,04/09/2013,Tanzania
KY210277,G1,2011,Serengeti,-1.897895,34.769498,Livestock: Cow,28/11/2011,Tanzania
KY210279,G1,2011,Serengeti,-1.88161506,34.79017037,Domestic dog,21/12/2011,Tanzania
KY210283,G1,2012,Serengeti,-1.897371647,34.76879676,Livestock: Cow,19/01/2012,Tanzania
KY210284,G1,2012,Serengeti,-1.777412688,34.75527045,Wildlife: Jackal,06/03/2012,Tanzania
KY210294,G1,2012,Serengeti,-1.719624361,34.40165532,Domestic dog,28/05/2012,Tanzania
KY210304,G1,2012,Serengeti,-1.827342,34.66763,Domestic dog,07/07/2012,Tanzania
KY210310,G1,2012,Serengeti,-1.750940262,34.74958402,Livestock: Goat,23/01/2012,Tanzania
LN004,G1,2018,Mtama,-10.300802,39.364712,Domestic dog,21/06/2018,Tanzania
SD745,H1.4,2019,Serengeti ,-1.840844136,34.66041726,Domestic dog,27/03/2019,Tanzania
SD785,H1.4,2021,Serengeti ,-1.840844136,34.66041726,Cat,14/04/2021,Tanzania
